decisionId,classe,tipoJulgamento,assuntos,competencia,relatorOriginario,dataAutuacao,dataJulgamento,numeroProcesso,inteiroTeorPath
68,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por dano material, Responsabilidade civil, DIREITO CIVIL, Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL, Indenização por Dano Material, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR, Rescisão do contrato e devolução do dinheiro, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Recurso Cível,KARLA NANCI GRANDO,29/01/2025,19/03/2025,5006268-39.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\68.pdf
69,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ODILON ROMANO NETO,28/01/2025,19/03/2025,5006140-19.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\69.pdf
70,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Descontos indevidos, Sistema Remuneratório e Benefícios, Militar, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Indenização por Dano Moral, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,27/01/2025,12/02/2025,5005434-36.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\70.pdf
71,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"IPI/ Imposto sobre Produtos Industrializados, Impostos, DIREITO TRIBUTÁRIO, Anulação de Débito Fiscal, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CASSIO MURILO MONTEIRO GRANZINOLI,27/01/2025,25/03/2025,5005349-50.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\71.pdf
72,RECURSO CÍVEL,Julgamento Principal,"Abono de Permanência, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,26/01/2025,18/03/2025,5005226-52.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\72.pdf
73,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Aposentadoria por Invalidez (Art. 42/7), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Previdenciário,MICHELE MENEZES DA CUNHA,25/01/2025,20/02/2025,5001527-62.2025.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\73.pdf
74,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Menor sob Guarda, Urbana (Pensão por Morte (Art. 74/9)), Pensão por Morte (Art. 74/9), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Indenização por dano moral, Responsabilidade civil, DIREITO CIVIL",JEF Recurso Previdenciário,CLEYDE MUNIZ DA SILVA CARVALHO,24/01/2025,25/03/2025,5005134-74.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\74.pdf
75,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Planos de Saúde, Suplementar, DIREITO DA SAÚDE, Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,24/01/2025,12/02/2025,5004965-87.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\75.pdf
76,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Serviços Profissionais, Contratos de Consumo, DIREITO DO CONSUMIDOR",JEF Recurso Cível,KARLA NANCI GRANDO,24/01/2025,19/03/2025,5001497-27.2025.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\76.pdf
77,Agravo em Pedido de Uniformização de Interpretação de Lei (TRU),,"Auxílio-Doença Previdenciário, Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Aposentadoria por Invalidez (Art. 42/7), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Concessão, Pedidos Genéricos Relativos aos Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Restabelecimento, Pedidos Genéricos Relativos aos Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",Turma Regional de Uniformização,FLAVIO OLIVEIRA LUCAS,24/01/2025,27/02/2025,5005890-61.2022.4.02.5110,outputs\runs\run-20260613T194355128632Z\data\decisions\77.pdf
78,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,24/01/2025,19/03/2025,5004860-13.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\78.pdf
79,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,24/01/2025,25/02/2025,5004828-08.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\79.pdf
80,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,24/01/2025,25/02/2025,5004705-10.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\80.pdf
81,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,KARLA NANCI GRANDO,23/01/2025,19/02/2025,5004585-64.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\81.pdf
82,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,KARLA NANCI GRANDO,23/01/2025,26/02/2025,5004498-11.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\82.pdf
83,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,23/01/2025,25/03/2025,5004434-98.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\83.pdf
84,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Bancários, Contratos de Consumo, DIREITO DO CONSUMIDOR",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,23/01/2025,18/02/2025,5004339-68.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\84.pdf
85,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,23/01/2025,19/02/2025,5004299-86.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\85.pdf
86,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,23/01/2025,18/03/2025,5004282-50.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\86.pdf
87,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,23/01/2025,25/03/2025,5004274-73.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\87.pdf
88,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,22/01/2025,25/03/2025,5004125-77.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\88.pdf
89,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,22/01/2025,25/03/2025,5004047-83.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\89.pdf
90,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,22/01/2025,26/02/2025,5004007-04.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\90.pdf
91,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Contratos Bancários, Espécies de contratos, Obrigações, DIREITO CIVIL",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,22/01/2025,25/02/2025,5003975-96.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\91.pdf
92,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Concessão, Pensão, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,22/01/2025,18/02/2025,5003949-98.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\92.pdf
93,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Aposentadoria, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,KARLA NANCI GRANDO,22/01/2025,12/03/2025,5003884-06.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\93.pdf
94,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Bolsa Família (Lei 14.601/2023), DIREITO ASSISTENCIAL",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,21/01/2025,25/03/2025,5003786-21.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\94.pdf
95,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,21/01/2025,25/03/2025,5003714-34.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\95.pdf
96,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"FIES, Programas de Bolsas e Financiamento Estudantil com Recursos Públicos, PERMANÊNCIA, DIREITO À EDUCAÇÃO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,21/01/2025,26/02/2025,5003699-65.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\96.pdf
97,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Concessão, Pensão, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,21/01/2025,18/02/2025,5003666-75.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\97.pdf
98,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Aposentadoria por Idade - Urbana (art. 48/51), Aposentadoria por Idade (Art. 48/51), Benefícios em Espécie, DIREITO PREVIDENCIÁRIO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Previdenciário,FLAVIA HEINE PEIXOTO,21/01/2025,27/02/2025,5003640-77.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\98.pdf
99,RECURSO DE MEDIDA CAUTELAR CÍVEL,Embargos de Declaração,"Moradia, Garantias Constitucionais, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,21/01/2025,04/02/2025,5003629-48.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\99.pdf
100,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Moradia, Garantias Constitucionais, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,21/01/2025,28/01/2025,5003629-48.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\100.pdf
101,RECURSO CÍVEL,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,21/01/2025,18/03/2025,5003622-56.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\101.pdf
102,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Consulta, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,21/01/2025,25/02/2025,5003502-13.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\102.pdf
103,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Idoso, Benefício Assistencial (Art. 203,V CF/88), DIREITO ASSISTENCIAL, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Assistencial,FLAVIA HEINE PEIXOTO,20/01/2025,27/02/2025,5003434-63.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\103.pdf
104,RECURSO CÍVEL,Julgamento Principal,"Retido na fonte, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,20/01/2025,19/03/2025,5003343-70.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\104.pdf
105,RECURSO CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CARLOS ALEXANDRE BENJAMIN,19/01/2025,19/03/2025,5003302-06.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\105.pdf
106,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Taxa SELIC, Valor da Execução / Cálculo / Atualização, Liquidação / Cumprimento / Execução, DIREITO PROCESSUAL CIVIL E DO TRABALHO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,17/01/2025,12/02/2025,5003074-31.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\106.pdf
107,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de insumos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CYNTIA LEITE MARQUES,17/01/2025,18/02/2025,5003038-86.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\107.pdf
108,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Indenização por dano material, Responsabilidade civil, DIREITO CIVIL, Indenização por Dano Material, Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,DANIELLA ROCHA SANTOS FERREIRA DE SOUZA MOTTA,17/01/2025,11/02/2025,5002951-33.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\108.pdf
109,MANDADO DE SEGURANÇA TR CÍVEL,Julgamento Principal,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,15/01/2025,19/02/2025,5002511-37.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\109.pdf
110,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,15/01/2025,19/03/2025,5002380-62.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\110.pdf
111,RECURSO CÍVEL,Julgamento Principal,"Progressão Funcional com Interstício de Doze Meses, Promoção / Ascensão, Regime Estatutário, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,15/01/2025,12/03/2025,5002292-24.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\111.pdf
112,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Sistema Único de Saúde (SUS), Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ALESSANDRA BELFORT BUENO,14/01/2025,19/02/2025,5001928-52.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\112.pdf
113,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Inquérito / Processo / Recurso Administrativo, Atos Administrativos, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Competência, Jurisdição e Competência, DIREITO PROCESSUAL CIVIL E DO TRABALHO",JEF Recurso Cível,KARLA NANCI GRANDO,13/01/2025,26/02/2025,5001875-71.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\113.pdf
114,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CYNTIA LEITE MARQUES,13/01/2025,25/03/2025,5001854-95.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\114.pdf
115,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Cirurgia, Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,13/01/2025,19/02/2025,5001821-08.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\115.pdf
116,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"CPF/Cadastro de Pessoas Físicas, Obrigação Tributária, DIREITO TRIBUTÁRIO, Repetição de Indébito, Crédito Tributário, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,CAROLINE MEDEIROS E SILVA,13/01/2025,19/02/2025,5001808-09.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\116.pdf
117,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Indenização por Dano Moral, Responsabilidade do Fornecedor, DIREITO DO CONSUMIDOR",JEF Recurso Cível,KARLA NANCI GRANDO,13/01/2025,12/03/2025,5000511-73.2025.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\117.pdf
118,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,13/01/2025,12/02/2025,5001733-67.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\118.pdf
119,RECURSO DE MEDIDA CAUTELAR CÍVEL,Embargos de Declaração,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,13/01/2025,19/03/2025,5001733-67.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\119.pdf
120,CONFLITO DE COMPETÊNCIA,Julgamento Principal,"Descontos dos benefícios, Reajustes e Revisões Específicos, RMI - Renda Mensal Inicial, Reajustes e Revisões Específicas, DIREITO PREVIDENCIÁRIO, Descontos Indevidos, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Previdenciário,LILEA PIRES DE MEDEIROS,13/01/2025,20/02/2025,5001693-85.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\120.pdf
121,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Programas de Bolsas e Financiamento Estudantil com Recursos Públicos, PERMANÊNCIA, DIREITO À EDUCAÇÃO",JEF Recurso Cível,KARLA NANCI GRANDO,10/01/2025,26/02/2025,5001546-59.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\121.pdf
122,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO, Isenção, Limitações ao Poder de Tributar, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ALESSANDRA BELFORT BUENO,10/01/2025,12/02/2025,5001364-73.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\122.pdf
123,RECURSO CÍVEL,Julgamento Principal,"Auxílio-alimentação, Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CASSIO MURILO MONTEIRO GRANZINOLI,10/01/2025,18/03/2025,5001320-54.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\123.pdf
124,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Tratamento médico-hospitalar, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,KARLA NANCI GRANDO,10/01/2025,19/02/2025,5001319-69.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\124.pdf
125,RECURSO CÍVEL,Julgamento Principal,"Sistema Remuneratório e Benefícios, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",JEF Recurso Cível,CAROLINE MEDEIROS E SILVA,09/01/2025,26/02/2025,5001272-95.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\125.pdf
126,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Deficiente, Benefício Assistencial (Art. 203,V CF/88), DIREITO ASSISTENCIAL, Restabelecimento, Pedidos Genéricos Relativos aos Benefícios em Espécie, DIREITO PREVIDENCIÁRIO",JEF Recurso Assistencial,PAULA PATRICIA PROVEDEL MELLO NOGUEIRA,09/01/2025,20/02/2025,5000369-69.2025.4.02.5001,outputs\runs\run-20260613T194355128632Z\data\decisions\126.pdf
127,RECURSO DE MEDIDA CAUTELAR CÍVEL,Julgamento Principal,"Fornecimento de medicamentos, Pública, DIREITO DA SAÚDE",JEF Recurso Cível,ADRIANA MENEZES DE REZENDE,09/01/2025,12/02/2025,5001054-67.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\127.pdf
128,RECURSO CÍVEL,Julgamento Principal,"Incidência sobre Licença-Prêmio/Abono/Indenização, IRPF/Imposto de Renda de Pessoa Física, Impostos, DIREITO TRIBUTÁRIO",JEF Recurso Tributário,ADRIANA MENEZES DE REZENDE,08/01/2025,12/03/2025,5000975-88.2025.4.02.5101,outputs\runs\run-20260613T194355128632Z\data\decisions\128.pdf
