temaNumero,situacaoTema,ramoDireito,questaoSubmetidaJulgamento,teseFirmada,numeroProcesso,dataDecisaoAfetacao,relator,dataJulgamento,dataPublicacaoAcordao,transitoJulgado,pdfPath
49,Julgado (RESP 1349059/ SP),DIREITO ADMINISTRATIVO,Saber se o trabalhador avulso tem direito à aplicação da taxa de juros progressivos nas contas do FGTS.,Não se aplica a taxa progressiva de juros às contas vinculadas ao FGTS de trabalhadores qualificados como avulsos.,PEDILEF 0011046-70.2005.4.03.6311/ SP,15/05/2012,Juiz Federal Vladimir Santos Vitovsky,15/05/2012,01/06/2012,19/06/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-49.pdf
50,Julgado,DIREITO TRIBUTÁRIO,Saber se se aplica imunidade tributária sobre proventos de aposentadoria e pensão aos servidores militares aposentados e seus pensionistas.,"A contribuição previdenciária dos militares inativos e pensionistas deve incidir sobre o total das parcelas que compõem os proventos da inatividade, não havendo direito à imunidade conferida aos segurados do RGPS e servidores.",PEDILEF 2010.51.51.040706-0/ RJ,15/05/2012,Juiz Federal Vladimir Santos Vitovsky,15/05/2012,01/06/2012,19/06/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-50.pdf
51,Julgado,DIREITO ADMINISTRATIVO,"Saber qual a forma de prescrição incidente sobre as diferenças alusivas à incorporação do percentual de 7/30 de 16,19% (URP de abril/maio de 1988).","Não há prescrição do fundo de direito do reajuste de 7/30 da URP de abril/maio de 1988, por se tratar de prestação de trato sucessivo.",PEDILEF 2007.41.00.901730-7/ RO,25/04/2012,Juiz Federal Vladimir Santos Vitovsky,25/04/2012,08/06/2012,26/06/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-51.pdf
52,Julgado,DIREITO ADMINISTRATIVO,"Saber se é devido restabelecimento do adicional de inatividade, suprimido dos proventos dos militares da reserva, por força da MP n. 2.131/2000.","A supressão do adicional de inatividade pela MP n. 2.131/2000 não afronta o princípio do direito adquirido, uma vez que não houve decesso remuneratório.",PEDILEF 0505148-18.2010.4.05.8500/ SE,26/01/2012,Juíza Federal Simone Lemos Fernandes,15/05/2012,08/06/2012,26/06/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-52.pdf
53,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se a manipulação de óleos e graxas pode, em tese, configurar condição especial de trabalho para fins previdenciários.","A manipulação de óleos e graxas, desde que devidamente comprovado, configura atividade especial. VIDE TEMA 298/TNU",PEDILEF 2009.71.95.001828-0/ RS,11/01/2012,Juiz Federal Rogério Moreira Alves,15/05/2012,21/06/2012,09/07/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-53.pdf
54,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se a exigência etária de no mínimo 16 anos prevista no art. 11, VII, alínea “c”, da Lei n. 8.213/91 se aplica ao cônjuge ou companheiro, ou apenas ao filho de produtor rural ou pescador artesanal.","A exigência etária de no mínimo 16 anos, para caracterização da qualidade de segurado especial, só se aplica ao filho do produtor rural ou pescador artesanal, não se estendendo a seu cônjuge ou companheiro que exerçam atividade rural em regime de economia familiar.",PEDILEF 2009.70.61.000792-5/ PR,27/06/2012,Juiz Federal Rogério Moreira Alves,27/06/2012,27/06/2012,24/07/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-54.pdf
55,Julgado,DIREITO CIVIL,"Saber se é possível cumulação de juros moratórios com juros remuneratórios progressivos e expurgos inflacionários incidentes sobre saldo de conta vinculado ao FGTS, bem como qual a taxa de juros de mora aplicável.","São devidos, além dos juros progressivos sobre os saldos fundiários, juros moratórios, previstos no art. 406 do Código Civil e art. 161, §1º do Código Tributário Nacional, pela taxa SELIC, contados a partir da citação até a data do pagamento. Vide Tema 176 do STJ - Recursos Repetitivos.",PEDILEF 0355079-05.2005.4.03.6301/ SP,15/05/2012,Juíza Federal Simone Lemos Fernandes,15/05/2012,29/06/2012,17/07/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-55.pdf
56,Julgado,DIREITO PREVIDENCIÁRIO,Saber se o tempo de serviço laborado por engenheiro mecânico em período anterior à Lei n. 9.032/95 pode ser considerado especial por enquadramento profissional.,"O tempo de serviço laborado pelo segurado na condição de engenheiro mecânico até a edição da Lei n. 9.032/95 deve ser enquadrado como especial, conforme descrito no código 2.1.1 do Anexo II do Decreto n. 83.080/79.",PEDILEF 0505355-94.2008.4.05.8400/ RN,25/04/2012,Juíza Federal Simone Lemos Fernandes,25/04/2012,29/06/2012,17/07/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-56.pdf
57,Julgado,DIREITO PREVIDENCIÁRIO,Saber se há incidência da prescrição do fundo de direito para os casos em que transcorrido o prazo de 5 anos no período compreendido entre o cancelamento administrativo do auxílio-doença e o ajuizamento da ação.,"Não ocorre prescrição do fundo de direito quando, entre o cancelamento administrativo do auxílio-doença e o ajuizamento da ação, decorrem mais de 5 anos.",PEDILEF 0508032-49.2007.4.05.8201/ PB,25/04/2012,Juiz Federal Adel Américo Dias de Oliveira,25/04/2012,06/07/2012,24/07/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-57.pdf
58,Julgado,DIREITO PREVIDENCIÁRIO,"Saber o limite de tolerância ao agente ruído no período de 06 de março de 1997 a 18 de novembro de 2003, na vigência do Decreto n. 2.172/97, bem como se é suficiente o PPP - Perfil Profissiográfico Previdenciário para a demonstração da condição de segurado especial ou se é exigido laudo técnico para tanto.","Entendimento superado, em razão do advento da PET 9059, e do cancelamento da Súmula n. 32, da TNU. Vide PEDILEF 2003.51.51.012024-5. Vide Tema 694/STJ, Tema 174/TNU e PET 10262/STJ.",PEDILEF 2009.72.64.000900-0/ SC,27/06/2012,Juiz Federal Rogério Moreira Alves,27/06/2012,06/07/2012,Recurso interposto (PET n. 9604/SC),outputs\runs\run-20260614T135519671765Z\data\themes\tema-58.pdf
59,Julgado,DIREITO ADMINISTRATIVO,Saber se o segurado especial é obrigado a recolher contribuições previdenciárias para fins de percepção de seguro-desemprego.,"É indispensável o comprovante de pagamento da contribuição previdenciária, no caso de pescador artesanal, para concessão do seguro-desemprego nos períodos de defeso, nos termos da Lei n. 10.779/03.",PEDILEF 0001737-16.2010.4.02.5167/ RJ,27/06/2012,Juiz Federal Rogério Moreira Alves,27/06/2012,13/07/2012,12/02/2014,outputs\runs\run-20260614T135519671765Z\data\themes\tema-59.pdf
60,Julgado,DIREITO ADMINISTRATIVO,Saber se é devido pagamento de ajuda de custo ao membro do Ministério Público.,"É devido ajuda de custo no caso de remoção a pedido em decorrência da garantia da prerrogativa da inamovibilidade e da simetria constitucional entre as carreiras do Ministério Público e da Magistratura. Vide temas 43, 129, 136, 140, 141, 143 e 154.",PEDILEF 2008.37.00.701597-0/ MA,27/06/2012,Juiz Federal Alcides Saldanha Lima,27/06/2012,20/07/2012,19/06/2016 (STF),outputs\runs\run-20260614T135519671765Z\data\themes\tema-60.pdf
61,Julgado,DIREITO TRIBUTÁRIO,Saber se incide imposto de renda sobre auxílio-creche ou auxílio pré-escolar.,"Não incide imposto de renda sobre auxílio-creche, por tratar-se de vantagem com caráter indenizatório.",PEDILEF 2008.70.50.025460-7/ PR,27/06/2012,Juíza Federal Vanessa Vieira de Mello,27/06/2012,27/07/2012,05/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-61.pdf
62,Julgado,DIREITO ADMINISTRATIVO,Saber se a Resolução n. 467/2005 do CODEFAT está autorizada pela Lei n. 7.998/90 a estipular prazo máximo para requerimento de seguro-desemprego.,É legal a Resolução n. 467/2005 do CODEFAT que fixa do prazo máximo de 120 dias após a data da dispensa para requerer o seguro-desemprego. De acordo com a tese firmada no Tema 1136/STJ.,PEDILEF 2008.50.50.002994-0/ ES,27/06/2012,Juiz Federal Alcides Saldanha Lima,27/06/2012,27/07/2012,15/08/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-62.pdf
63,Julgado,DIREITO PREVIDENCIÁRIO,Saber se é necessário recolhimento de contribuições previdenciárias para o tempo rural posterior à Lei n. 8.213/91.,"O tempo de serviço rural posterior à Lei n. 8.213/91, para efeitos de carência, demanda o recolhimento de contribuições previdenciárias.",PEDILEF 2007.50.50.009140-9/ ES,27/06/2012,Juiz Federal Alcides Saldanha Lima,27/06/2012,27/07/2012,14/08/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-63.pdf
64,Julgado,DIREITO TRIBUTÁRIO,Saber se incide contribuição previdenciária sobre auxílio-alimentação para cargos em comissão.,"Os empregados submetidos ao Regime Geral da Previdência Social (RGPS), aí incluídos os exercentes de cargo em comissão, de livre nomeação e exoneração, em caráter exclusivo, se sujeitam à incidência de contribuição previdenciária sobre as parcelas percebidas a título de Auxílio-Alimentação dada a sua natureza salarial, com base nos termos do art. 40, § 13º, da CF/88 c.c. art. 28, I, da Lei n. 8.212/91, salvo, se tal pagamento for “in natura”, isto é, quando a própria empresa fornece a alimentação. Vide Súmula 67 da TNU.",PEDILEF 2009.72.54.005939-9/ SC,27/06/2012,Juiz Federal Paulo Ricardo Arena Filho,27/06/2012,27/07/2012,15/08/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-64.pdf
65,Julgado,DIREITO TRIBUTÁRIO,Saber se é possível deduzir a pensão alimentícia da base de cálculo do imposto de renda.,"A pensão alimentícia é dedutível da base de cálculo do Imposto de Renda, seja ela decorrente de decisão judicial ou não, mas desde que devidamente comprovada.",PEDILEF 0509841-25.2008.4.05.8400/ RN,27/06/2012,Juiz Federal Adel Américo de Oliveira,27/06/2012,27/07/2012,16/03/2020 (no STJ - PET n. 9869/RN),outputs\runs\run-20260614T135519671765Z\data\themes\tema-65.pdf
66,Cancelado - Tema 355/TNU,DIREITO PREVIDENCIÁRIO,Saber se é possível o reconhecimento da atividade de seminarista como tempo de serviço para fins previdenciários da mesma forma como se dá ao aluno aprendiz.,"O tempo de seminarista em congregação religiosa se aproveita para fins previdenciários, desde que atendidos os mesmos pressupostos exigidos do aluno aprendiz de escola pública profissionalizante. Vide Súmula 18/TNU",PEDILEF 2007.71.57.007081-7/ RS,27/06/2012,Juiz Federal Adel Américo de Oliveira,27/06/2012,27/07/2012,15/08/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-66.pdf
67,Revisado - EREsp 1605554/PR,DIREITO PREVIDENCIÁRIO,"Saber se o princípio da ""actio nata"" se aplica ao prazo decadencial de revisão da pensão por morte.",Tese revisada pelo entendimento exarado no EREsp 1.605.554/PR.,PEDILEF 2008.50.51.001325-4/ ES,27/06/2012,Juiz Federal Adel Américo de Oliveira,27/06/2012,27/07/2012,15/08/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-67.pdf
68,Julgado,DIREITO PREVIDENCIÁRIO,Saber se é possível contar como tempo de atividade especial a atividade de motorista equiparada à de tratorista.,"É possível a equiparação da atividade de motorista à de tratorista para fins de contagem de tempo de atividade especial, por categoria profissional. VIDE SÚMULA 70/TNU.",PEDILEF 2009.50.53.000401-9/ ES,27/06/2012,Juiz Federal Antônio Fernando Shenkel do Amaral e Silva,27/06/2012,17/08/2012,04/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-68.pdf
69,Julgado,DIREITO ADMINISTRATIVO,Saber qual o fator de divisão para o cálculo da hora extra para o servidor público.,"O fator de divisão para o cálculo do serviço extraordinário é de 200 horas mensais, em razão da jornada máxima do servidor público de 40 (quarenta) horas semanais prevista no art. 19 da Lei n. 8.112/90.",PEDILEF 2007.71.52.004219-0/ RS,16/08/2012,Juiz Federal Alcides Saldanha Lima,16/08/2012,31/08/2012,19/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-69.pdf
70,Julgado (Súmula 78 da TNU),DIREITO PREVIDENCIÁRIO,"Saber se é necessário analisar condições socioculturais do portador de HIV assintomático, para fins de condição de benefício assistencial.","Na concessão do benefício de prestação continuada ao portador do vírus HIV assintomático, devem ser observadas, além da incapacidade de prover a própria subsistência, as condições socioculturais estigmatizantes da doença. Vide Súmula 78 da TNU.",PEDILEF 0503863-51.2009.4.05.8103/ CE,16/08/2012,Juiz Federal Alcides Saldanha Lima,16/08/2012,31/08/2012,19/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-70.pdf
71,Julgado,DIREITO TRIBUTÁRIO,Saber se há incidência de imposto de renda sobre os benefícios e resgates da aposentadoria complementar sob a égide da Lei n. 7.713/88.,"Os benefícios e resgates decorrentes das contribuições recolhidas sob o regime da Lei n. 7.713/88 (janeiro de 1989 a dezembro de 1995), com a incidência do imposto de renda no momento do recolhimento, não serão novamente tributados, sob pena de violação à regra proibitiva do ""bis in idem"". Vide recurso repetitivo do STJ: REsp 1001779/ DF.",PEDILEF 2006.71.50.010101-8/ RS,16/08/2012,Juiz Federal Rogério Moreira Alves,16/08/2012,31/08/2012,19/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-71.pdf
72,Revisado - Tema 135/TNU,DIREITO PREVIDENCIÁRIO,Saber qual o prazo decadencial aplicável aos benefícios concedidos entre 23/10/1998 (data da publicação da MP n. 1.663-15/1998) até 19/11/2003 (um dia antes da publicação da MP n. 138/2003).,"É devida a incidência da decadência decenal, prevista na MP n. 1.523/1997, aos benefícios concedidos anteriormente à sua vigência. Tese firmada no Tema 135/TNU.",PEDILEF 2010.71.56.000876-2/ RS,16/08/2012,Juiz Federal Rogério Moreira Alves,16/08/2012,31/08/2012,19/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-72.pdf
73,Julgado,DIREITO PREVIDENCIÁRIO,"Saber qual a composição do grupo familiar para concessão do benefício assistencial, no período anterior à Lei n. 12.453/2011.","O grupo familiar deve ser definido a partir da interpretação restrita do disposto no art. 16 da Lei n. 8.213/91 e no art. 20 da Lei n. 8.742/93, esta última na sua redação original.",PEDILEF 2006.63.01.052381-5/ SP,16/08/2012,Juiz Federal Alcides Saldanha Lima,16/08/2012,31/08/2012,19/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-73.pdf
74,Julgado,DIREITO PREVIDENCIÁRIO,Saber se há incidência de contribuição previdenciária sobre a remuneração paga pela empresa nos primeiros quinze dias de afastamento em razão de doença incapacitante.,"A contribuição previdenciária patronal prevista no art. 22, I, da Lei n. 8.212/91 não incide sobre a verba paga pela empresa ao segurado empregado durante os primeiros quinze dias de afastamento por motivo de doença.",PEDILEF 2006.71.57.001297-7/ RN,16/08/2012,Juiz Federal Rogério Moreira Alves,16/08/2012,31/08/2012,19/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-74.pdf
75,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se a Lei n. 11.358/06 reajustou a base de cálculo das pensões por morte concedidas anteriormente à sua vigência, decorrentes do falecimento de servidores integrantes das Carreiras previstas na Lei n. 10.884/04.",Não se aplica a Lei n. 11.358/06 às aposentadorias e pensões concedidas sob a égide da Lei n. 10.884/04.,PEDILEF 2006.71.56.000112-0/ RS,16/08/2012,Juiz Federal Alcides Saldanha Lima,16/08/2012,31/08/2012,19/09/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-75.pdf
76,Julgado,DIREITO ADMINISTRATIVO,"Saber se há renúncia tácita da prescrição com o reconhecimento, pela Administração Pública, do direito ao adicional por tempo de serviço.","O reconhecimento, pela Administração Pública, do direito à correção monetária, volta a fluir na integralidade dos cinco anos. Vide Tema 20 da TNU.",PEDILEF 2007.71.50.003828-3/ RS,16/08/2012,Juiz Federal Vladimir Santos Vitovsky,16/08/2012,21/09/2012,09/10/2012,outputs\runs\run-20260614T135519671765Z\data\themes\tema-76.pdf
